Argument,ID,Result name,Data type,L/H,Unit,Name,Multiplier,Divisor,Offset (additive),Label,Description (German),Description (English)
OBD_PID78_Exh_tSensTPFltUs_DE,0x3782,STAT_OBD_PID78_Exh_tSensTPFltUs_DE_WERT,unsigned int,-,-,-,1,-,0,OBD_PID78_Exh_tSensTPFltUs_DE,Default description,Default description
OBD_PID78_FILLSIG2,0x3784,STAT_OBD_PID78_FILLSIG2_WERT,unsigned int,-,-,-,1,-,0,OBD_PID78_FILLSIG2,Default description,Default description
OBD_PID78_I15031_A,0x3780,STAT_OBD_PID78_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID78_I15031_A,Default description,Default description
OBD_PID78_SCR_tSensUCatUsT_FG,0x3783,STAT_OBD_PID78_SCR_tSensUCatUsT_FG_WERT,unsigned int,-,-,-,1,-,0,OBD_PID78_SCR_tSensUCatUsT_FG,Default description,Default description
OBD_PID79_I15031_A,0x3790,STAT_OBD_PID79_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID79_I15031_A,Default description,Default description
OBD_PID7A_Exh_pSensPPFltDiff_BC,0x37A1,STAT_OBD_PID7A_Exh_pSensPPFltDiff_BC_WERT,unsigned int,-,-,-,1,-,0,OBD_PID7A_Exh_pSensPPFltDiff_BC,Default description,Default description
OBD_PID7A_Exh_pSensPPFltUs_DE,0x37A2,STAT_OBD_PID7A_Exh_pSensPPFltUs_DE_WERT,unsigned int,-,-,-,1,-,0,OBD_PID7A_Exh_pSensPPFltUs_DE,Default description,Default description
OBD_PID7A_FILLSIG4,0x37A3,STAT_OBD_PID7A_FILLSIG4_WERT,unsigned long,-,-,-,1,-,0,OBD_PID7A_FILLSIG4,Default description,Default description
OBD_PID7A_I15031_A,0x37A0,STAT_OBD_PID7A_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID7A_I15031_A,Default description,Default description
OBD_PID7B_I15031_A,0x37B0,STAT_OBD_PID7B_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID7B_I15031_A,Default description,Default description
OBD_PID7C_Exh_tSensTPFltUs_BC,0x37C1,STAT_OBD_PID7C_Exh_tSensTPFltUs_BC_WERT,unsigned int,-,-,-,1,-,0,OBD_PID7C_Exh_tSensTPFltUs_BC,Default description,Default description
OBD_PID7C_FILLSIG4,0x37C3,STAT_OBD_PID7C_FILLSIG4_WERT,unsigned long,-,-,-,1,-,0,OBD_PID7C_FILLSIG4,Default description,Default description
OBD_PID7C_I15031_A,0x37C0,STAT_OBD_PID7C_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID7C_I15031_A,Default description,Default description
OBD_PID7C_SCR_tSensUCatUsT_DE,0x37C2,STAT_OBD_PID7C_SCR_tSensUCatUsT_DE_WERT,unsigned int,-,-,-,1,-,0,OBD_PID7C_SCR_tSensUCatUsT_DE,Default description,Default description
OBD_PID7F_EngDa_tiEngOnOBD_BCDE,0x37F1,STAT_OBD_PID7F_EngDa_tiEngOnOBD_BCDE_WERT,unsigned long,-,-,-,1,-,0,OBD_PID7F_EngDa_tiEngOnOBD_BCDE,Default description,Default description
OBD_PID7F_FILLSIG4_F,0x37F2,STAT_OBD_PID7F_FILLSIG4_F_WERT,unsigned long,-,-,-,1,-,0,OBD_PID7F_FILLSIG4_F,Default description,Default description
OBD_PID7F_FILLSIG4_J,0x37F3,STAT_OBD_PID7F_FILLSIG4_J_WERT,unsigned long,-,-,-,1,-,0,OBD_PID7F_FILLSIG4_J,Default description,Default description
OBD_PID7F_I15031_A,0x37F0,STAT_OBD_PID7F_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID7F_I15031_A,Default description,Default description
OBD_PID81_EngDa_ti0_B1,0x3811,STAT_OBD_PID81_EngDa_ti0_B1_WERT,unsigned long,-,-,-,1,-,0,OBD_PID81_EngDa_ti0_B1,Default description,Default description
OBD_PID81_EngDa_ti1_C1,0x3812,STAT_OBD_PID81_EngDa_ti1_C1_WERT,unsigned long,-,-,-,1,-,0,OBD_PID81_EngDa_ti1_C1,Default description,Default description
OBD_PID81_EngDa_ti2_D1,0x3813,STAT_OBD_PID81_EngDa_ti2_D1_WERT,unsigned long,-,-,-,1,-,0,OBD_PID81_EngDa_ti2_D1,Default description,Default description
OBD_PID81_EngDa_ti3_E1,0x3814,STAT_OBD_PID81_EngDa_ti3_E1_WERT,unsigned long,-,-,-,1,-,0,OBD_PID81_EngDa_ti3_E1,Default description,Default description
OBD_PID81_EngDa_ti4_G1,0x3816,STAT_OBD_PID81_EngDa_ti4_G1_WERT,unsigned long,-,-,-,1,-,0,OBD_PID81_EngDa_ti4_G1,Default description,Default description
OBD_PID81_I15031_A,0x3810,STAT_OBD_PID81_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID81_I15031_A,Default description,Default description
OBD_PID82_I15031_A,0x3820,STAT_OBD_PID82_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID82_I15031_A,Default description,Default description
OBD_PID83_Exh_rSensNOxOBDNoCat2Ds_DE,0x3832,STAT_OBD_PID83_Exh_rSensNOxOBDNoCat2Ds_DE_WERT,unsigned int,-,-,-,1,-,0,OBD_PID83_Exh_rSensNOxOBDNoCat2Ds_DE,Default description,Default description
OBD_PID83_Exh_rSensNOxOBDNSCDs_BC,0x3831,STAT_OBD_PID83_Exh_rSensNOxOBDNSCDs_BC_WERT,unsigned int,-,-,-,1,-,0,OBD_PID83_Exh_rSensNOxOBDNSCDs_BC,Default description,Default description
OBD_PID83_FILLSIG4,0x3833,STAT_OBD_PID83_FILLSIG4_WERT,unsigned long,-,-,-,1,-,0,OBD_PID83_FILLSIG4,Default description,Default description
OBD_PID83_I15031_A,0x3830,STAT_OBD_PID83_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID83_I15031_A,Default description,Default description
OBD_PID85_I15031_A,0x3850,STAT_OBD_PID85_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID85_I15031_A,Default description,Default description
OBD_PID85_SCRCtl_tiIndSysOn_GHIJ,0x3854,STAT_OBD_PID85_SCRCtl_tiIndSysOn_GHIJ_WERT,unsigned long,-,-,-,1,-,0,OBD_PID85_SCRCtl_tiIndSysOn_GHIJ,Default description,Default description
OBD_PID85_UDC_rRdcAgRmn_F,0x3853,STAT_OBD_PID85_UDC_rRdcAgRmn_F_WERT,unsigned char,-,-,-,1,-,0,OBD_PID85_UDC_rRdcAgRmn_F,Default description,Default description
OBD_PID86_I15031_A,0x3860,STAT_OBD_PID86_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID86_I15031_A,Default description,Default description
OBD_PID87_I15031_A,0x3870,STAT_OBD_PID87_I15031_A_WERT,unsigned char,-,-,-,1,-,0,OBD_PID87_I15031_A,Default description,Default description
Oil_stPSwmp,0x0A8D,STAT_Oil_stPSwmp_WERT,unsigned char,-,-,-,1,-,0,Oil_stPSwmp,Status des ?ldrucks,Status des ?ldrucks
Oil_stPSwmpPlaus_mp,0x0A8E,STAT_Oil_stPSwmpPlaus_mp_WERT,unsigned int,-,-,-,1,-,0,Oil_stPSwmpPlaus_mp,Status der Plausibilisierung des ?ldruckschalters,Status der Plausibilisierung des ?ldruckschalters
OxiCat_facHCCnvRat,0x0AD2,STAT_OxiCat_facHCCnvRat_WERT,unsigned int,-,-,-,0.000122,-,0,OxiCat_facHCCnvRat,HC-Konvertierungsrate,HC-Konvertierungsrate
Oz_kvbmw,0x0450,STAT_Oz_kvbmw_WERT,unsigned long,-,ul,-,0.000122,-,0,Oz_kvbmw,Mittelwert des Kraftstoffverbrauchs,Mittelwert des Kraftstoffverbrauchs
Oz_kvbog,0x0451,STAT_Oz_kvbog_WERT,unsigned int,-,-,-,1,-,0,Oz_kvbog,zugeteilte Bonuskraftstoffmenge,Zugeteilte Bonuskraftstoffmenge
Oz_kvbsm,0x0452,STAT_Oz_kvbsm_WERT,unsigned long,-,ul,-,0.000122,-,0,Oz_kvbsm,Verbrauchte Kraftstoffmenge,Verbrauchte Kraftstoffmenge
Oz_kvbsm_ul,0x0453,STAT_Oz_kvbsm_ul_WERT,unsigned long,-,ul,-,0.000122,-,0,Oz_kvbsm_ul,Aufsummierte Kraftstoffmenge,Aufsummierte Kraftstoffmenge
Oz_lf1c,0x0456,STAT_Oz_lf1c_WERT,unsigned char,-,-,-,0.01,-,0,Oz_lf1c,L?nderfaktor 1 codiert,L_nderfaktor 1 codiert
Oz_lf2c,0x0457,STAT_Oz_lf2c_WERT,unsigned char,-,-,-,0.01,-,0,Oz_lf2c,L?nderfaktor 2 codiert,L_nderfaktor 2 codiert
Oz_lp,0x0454,STAT_Oz_lp_WERT,unsigned char,-,-,-,1,-,0,Oz_lp,Bild ?lstandsanzeige,Bild ?lstandsanzeige
Oz_lv,0x0455,STAT_Oz_lv_WERT,unsigned char,-,-,-,1,-,0,Oz_lv,Oz Niveauwert,Oz Niveauwert
Oz_nivlangt,0x044D,STAT_Oz_nivlangt_WERT,unsigned char,-,mm,-,0.292969,-,0,Oz_nivlangt,Langmittelwert-Niveau für den Tester,Langmittelwert-Niveau für den Tester
Oz_oelkm,0x044C,STAT_Oz_oelkm_WERT,unsigned int,-,km,-,10,-,0,Oz_oelkm,?lkilometer,?lkilometer
Oz_orikor,0x044E,STAT_Oz_orikor_WERT,unsigned char,-,mm,-,0.292969,-,0,Oz_orikor,OriMw korrigiert,OriMw korrigiert
Oz_peil,0x045A,STAT_Oz_peil_WERT,unsigned char,-,mm,-,0.292969,-,0,Oz_peil,Niveauwert für die Peilstabanzeige,Niveauwert für die Peilstabanzeige
Oz_peilaltanz,0x045B,STAT_Oz_peilaltanz_WERT,unsigned char,-,mm,-,0.292969,-,0,Oz_peilaltanz,alter Niveauwert vor Abstellen des Motors,Alter Niveauwert vor Abstellen des Motors
Oz_peillang,0x045C,STAT_Oz_peillang_WERT,unsigned char,-,mm,-,0.292969,-,0,Oz_peillang,Letzter angeforderter Wert für die Peilstabanzeige,Letzter angeforderter Wert für die Peilstabanzeige
Oz_tempf,0x0458,STAT_Oz_tempf_WERT,unsigned int,-,degC,-,0.01,-,-100,Oz_tempf,gefilterte ?ltemperatur,Gefilterte ?ltemperatur
Oz_vormw,0x0459,STAT_Oz_vormw_WERT,unsigned char,-,mm,-,0.292969,-,0,Oz_vormw,vorgezogener Niveaumittelwert,Vorgezogener Niveaumittelwert
PCBS_lDistanceOut,0x0BA4,STAT_PCBS_lDistanceOut_WERT,unsigned int,-,km,-,10,-,0,PCBS_lDistanceOut,Restlaufstrecke für Partikelfilter (von CBS berechnet),Restlaufstrecke für Partikelfilter (von CBS berechnet)
PCBS_lSumDPFChng,0x0BA5,STAT_PCBS_lSumDPFChng_WERT,unsigned long,-,km,-,10,-,0,PCBS_lSumDPFChng,zur?ckgelegte Wegstrecke seit letztem Partikelfiltertausch (von CBS berechnet),Zur?ckgelegte Wegstrecke seit letztem Partikelfiltertausch (von CBS berechnet)
PCR_pDesBas_mp,0x01F7,STAT_PCR_pDesBas_mp_WERT,unsigned int,-,hPa,-,1,-,0,PCR_pDesBas_mp,Basis-Ladedruck-Sollwert,Basis-Ladedruck-Sollwert
PCR_pDesBasLP_mp,0x01F8,STAT_PCR_pDesBasLP_mp_WERT,unsigned int,-,hPa,-,1,-,0,PCR_pDesBasLP_mp,Basis-Ladedruck-Sollwert (Niederdruckstufe),Basis-Ladedruck-Sollwert (Niederdruckstufe)
PCR_pDesValLP,0x01F6,STAT_PCR_pDesValLP_WERT,unsigned int,-,hPa,-,1,-,0,PCR_pDesValLP,Ladedruck-Sollwert (Niederdruckstufe),Ladedruck-Sollwert (Niederdruckstufe)
PCR_pGovDvt,0x01F9,STAT_PCR_pGovDvt_WERT,unsigned int,-,hPa,-,1,-,0,PCR_pGovDvt,Regelabweichung des Ladedruckreglers,Regelabweichung des Ladedruckreglers
PCR_pGovDvtLP,0x01FA,STAT_PCR_pGovDvtLP_WERT,unsigned int,-,hPa,-,1,-,0,PCR_pGovDvtLP,Regelabweichung des Ladedruckreglers (Niederdruckstufe),Regelabweichung des Ladedruckreglers (Niederdruckstufe)
PCR_rCtlVal,0x0203,STAT_PCR_rCtlVal_WERT,unsigned int,-,%,-,0.012207,-,0,PCR_rCtlVal,Ladedruck-Steueranteil der Stellgr?sse,Ladedruck-Steueranteil der Stellgr_sse
PCR_stMonLP,0x01FC,STAT_PCR_stMonLP_WERT,unsigned char,-,-,-,1,-,0,PCR_stMonLP,aktiver Abschaltfall der Ladedrucküberwachung (Niederdruckstufe),Aktiver Abschaltfall der Ladedrucküberwachung (Niederdruckstufe)
PCR_stNrmOp_mp,0x01FD,STAT_PCR_stNrmOp_mp_WERT,unsigned char,-,-,-,1,-,0,PCR_stNrmOp_mp,normaler Betrieb der Ladedruckregelung,Normaler Betrieb der Ladedruckregelung
PCR_stNrmOpLP_mp,0x01FE,STAT_PCR_stNrmOpLP_mp_WERT,unsigned char,-,-,-,1,-,0,PCR_stNrmOpLP_mp,normaler Betrieb der Ladedruckregelung (Niederdruckstufe),Normaler Betrieb der Ladedruckregelung (Niederdruckstufe)
PCR_stPCRBits,0x0201,STAT_PCR_stPCRBits_WERT,unsigned long,-,-,-,1,-,0,PCR_stPCRBits,Abschaltf?lle der Ladedruckregelung,Abschaltf_lle der Ladedruckregelung
PCR_stPCRBitsLP,0x0202,STAT_PCR_stPCRBitsLP_WERT,unsigned long,-,-,-,1,-,0,PCR_stPCRBitsLP,Abschaltf?lle der Ladedruckregelung (Niederdruckstufe),Abschaltf_lle der Ladedruckregelung (Niederdruckstufe)
PCR_stWrkSph,0x01FF,STAT_PCR_stWrkSph_mp_WERT,unsigned char,-,-,-,1,-,0,PCR_stWrkSph,aktueller Arbeitsbereich der Ladedruckregelung,Aktueller Arbeitsbereich der Ladedruckregelung
PCR_stWrkSphLP_mp,0x0200,STAT_PCR_stWrkSphLP_mp_WERT,unsigned char,-,-,-,1,-,0,PCR_stWrkSphLP_mp,aktueller Arbeitsbereich der Ladedruckregelung (Niederdruckstufe),Aktueller Arbeitsbereich der Ladedruckregelung (Niederdruckstufe)
PCV_ctAdaptSum_mp,0x0267,STAT_PCV_ctAdaptSum_mp_WERT,unsigned int,-,-,-,1,-,0,PCV_ctAdaptSum_mp,Zähler für die Anzahl der Funktionsaufrufe der PCV-Adaption im Zustand PCV_ADAPT_SUM_UP,Z_hler für die Anzahl der Funktionsaufrufe der PCV-Adaption im Zustand PCV_ADAPT_SUM_UP
PCV_facAdapt,0x0258,STAT_PCV_facAdapt_WERT,unsigned int,-,-,-,0.000031,-,0,PCV_facAdapt,Raildruckregelventil-Adaptionsfaktor für die Kennlinie,Raildruckregelventil-Adaptionsfaktor für die Kennlinie
PCV_facAdaptFlow,0x0268,STAT_PCV_facAdaptFlow_WERT,unsigned int,-,-,-,0.000122,-,0,PCV_facAdaptFlow,Faktor zur Absch?tzung des Durchflusses durch das PCV,Faktor zur Absch_tzung des Durchflusses durch das PCV
PCV_iActFlt_mp,0x0259,STAT_PCV_iActFlt_mp_WERT,unsigned int,-,mA,-,0.061036,-,0,PCV_iActFlt_mp,Raildruckregelventil-Stromsollwert von der Raildruckregelung,Raildruckregelventil-Stromsollwert von der Raildruckregelung
PCV_iActVal,0x0265,STAT_PCV_iActVal_WERT,unsigned int,-,mA,-,0.061036,-,0,PCV_iActVal,Analogeingang Strom-Istwert des Raildruckregelventils,Analogeingang Strom-Istwert des Raildruckregelventils
PCV_iSet,0x025C,STAT_PCV_iSet_WERT,unsigned int,-,mA,-,1,-,0,PCV_iSet,Raildruckregelventil-Sollstrom,Raildruckregelventil-Sollstrom
PCV_pAdaptThres_mp,0x0264,STAT_PCV_pAdaptThres_mp_WERT,unsigned int,-,bar,-,0.045777,-,0,PCV_pAdaptThres_mp,Raildruckschwelle für die Berechnung des Adaptionsfaktors,Raildruckschwelle für die Berechnung des Adaptionsfaktors
PCV_pSet,0x025D,STAT_PCV_pSet_WERT,unsigned int,-,bar,-,0.045777,-,0,PCV_pSet,Raildruckregelventil-Drucksollwert von der Raildruckregelung (2 Byte),Raildruckregelventil-Drucksollwert von der Raildruckregelung (2 Byte)
PCV_stActrCtl,0x025F,STAT_PCV_stActrCtl_WERT,unsigned char,-,-,-,1,-,0,PCV_stActrCtl,Raildruckregelventil-Zustand der Stellwertsteuerung,Raildruckregelventil-Zustand der Stellwertsteuerung
PCV_stAdapt,0x0263,STAT_PCV_stAdapt_WERT,unsigned char,-,-,-,1,-,0,PCV_stAdapt,Status des Statusautomaten der Adaptionsfunktion,Status des Statusautomaten der Adaptionsfunktion
PCV_uRaw_mp,0x025A,STAT_PCV_uRaw_mp_WERT,unsigned int,-,mV,-,0.076295,-,0,PCV_uRaw_mp,Raildruckregelventil-Solltastverh?ltnis,Raildruckregelventil-Solltastverh_ltnis
PFlt_ctRgnStep1_mp,0x03F5,STAT_PFlt_ctRgnStep1_mp_WERT,unsigned char,-,-,-,1,-,0,PFlt_ctRgnStep1_mp,Regenerationsz?hler Typ 1,Regenerationsz_hler Typ 1
PFlt_ctRgnStep2_mp,0x03F6,STAT_PFlt_ctRgnStep2_mp_WERT,unsigned char,-,-,-,1,-,0,PFlt_ctRgnStep2_mp,Regenerationsz?hler Typ 2,Regenerationsz_hler Typ 2
PFlt_ctRgnStep3_mp,0x03F7,STAT_PFlt_ctRgnStep3_mp_WERT,unsigned char,-,-,-,1,-,0,PFlt_ctRgnStep3_mp,Regenerationsz?hler Typ 3,Regenerationsz_hler Typ 3
PFlt_ctRgnStep4_mp,0x03F8,STAT_PFlt_ctRgnStep4_mp_WERT,unsigned char,-,-,-,1,-,0,PFlt_ctRgnStep4_mp,Regenerationsz?hler Typ 4,Regenerationsz_hler Typ 4
PFlt_ctRgnStep5_mp,0x03F9,STAT_PFlt_ctRgnStep5_mp_WERT,unsigned char,-,-,-,1,-,0,PFlt_ctRgnStep5_mp,Regenerationsz?hler Typ 5,Regenerationsz_hler Typ 5
PFlt_ctRgnStep6_mp,0x03FA,STAT_PFlt_ctRgnStep6_mp_WERT,unsigned char,-,-,-,1,-,0,PFlt_ctRgnStep6_mp,Regenerationsz?hler Typ 6,Regenerationsz_hler Typ 6
PFlt_ctRgnStep7_mp,0x03FB,STAT_PFlt_ctRgnStep7_mp_WERT,unsigned char,-,-,-,1,-,0,PFlt_ctRgnStep7_mp,Regenerationsz?hler Typ 7,Regenerationsz_hler Typ 7
PFlt_ctRgnStep8_mp,0x03FC,STAT_PFlt_ctRgnStep8_mp_WERT,unsigned char,-,-,-,1,-,0,PFlt_ctRgnStep8_mp,Regenerationsz?hler Typ 8,Regenerationsz_hler Typ 8
PFlt_dvolMaxSty_mp,0x040B,STAT_PFlt_dvolMaxSty_mp_WERT,unsigned int,-,m^3/h,-,0.1,-,0,PFlt_dvolMaxSty_mp,Maximaler station?rer Abgasvolumenstrom zur ?berpr?fung des maximalen Differenzdrucks im Nachlauf,Maximaler station_rer Abgasvolumenstrom zur ?berpr?fung des maximalen Differenzdrucks im Nachlauf
PFlt_mSotMeasNoCompl_mp,0x03E1,STAT_PFlt_mSotMeasNoCompl_mp_WERT,unsigned int,-,g,-,0.1,-,0,PFlt_mSotMeasNoCompl_mp,gemessene Ru?masse,Gemessene Ru?masse
PFlt_mSotNoComplMax_mp,0x040C,STAT_PFlt_mSotNoComplMax_mp_WERT,unsigned int,-,g,-,0.01,-,0,PFlt_mSotNoComplMax_mp,Kennfeld zur Bestimmung Überwachungsgrenze,Kennfeld zur Bestimmung Überwachungsgrenze
PFlt_mSotSumMeasActEff_mp,0x040D,STAT_PFlt_mSotSumMeasActEff_mp_WERT,unsigned int,-,g,-,0.01,-,0,PFlt_mSotSumMeasActEff_mp,Ru?massenintegral des gemessen Werts (gefiltert),Ru?massenintegral des gemessen Werts (gefiltert)
PFlt_mSotSumMeasActEffFlt_mp,0x040E,STAT_PFlt_mSotSumMeasActEffFlt_mp_WERT,unsigned int,-,g,-,0.01,-,0,PFlt_mSotSumMeasActEffFlt_mp,Ru?massenintegral des gemessen Werts,Ru?massenintegral des gemessen Werts
PFlt_mSotSumMeasFlt_mp,0x040A,STAT_PFlt_mSotSumMeasFlt_mp_WERT,unsigned int,-,g,-,0.01,-,0,PFlt_mSotSumMeasFlt_mp,digital gefilterter Wert der gemessenen Ru?masse,Digital gefilterter Wert der gemessenen Ru?masse
PFlt_mSotSumSimActEff_mp,0x040F,STAT_PFlt_mSotSumSimActEff_mp_WERT,unsigned int,-,g,-,0.01,-,0,PFlt_mSotSumSimActEff_mp,Ergebnis der Summation des simulierten Wertes,Ergebnis der Summation des simulierten Wertes
PFlt_pDiffCharMonMin_mp,0x03E7,STAT_PFlt_pDiffCharMonMin_mp_WERT,unsigned int,-,hPa,-,1,-,0,PFlt_pDiffCharMonMin_mp,Untere Grenze der Überwachung der DPF-Charakteristik mit Hilfe des Differenzdruck,Untere Grenze der Überwachung der DPF-Charakteristik mit Hilfe des Differenzdruck
PFlt_pDiffMaxSty_mp,0x03E6,STAT_PFlt_pDiffMaxSty_mp_WERT,unsigned int,-,hPa,-,1,-,0,PFlt_pDiffMaxSty_mp,Station?re Maximalwerte des Differenzdrucks,Station_re Maximalwerte des Differenzdrucks
PFlt_pDiffMaxStyOfsCor_mp,0x03E2,STAT_PFlt_pDiffMaxStyOfsCor_mp_WERT,unsigned int,-,hPa,-,0.039673,-,-600,PFlt_pDiffMaxStyOfsCor_mp,Station?re Maximalwerte des Differenzdrucks nach Offset-Korrektur,Station_re Maximalwerte des Differenzdrucks nach Offset-Korrektur
PFlt_pDiffNoDstrMin_mp,0x03E5,STAT_PFlt_pDiffNoDstrMin_mp_WERT,unsigned int,-,hPa,-,1,-,0,PFlt_pDiffNoDstrMin_mp,Von station?rem Abgasvolumenstrom abh?ngiger minimaler Differenzdruck in Nachlauf zur Unterstellung eines zerst?rten Partikelfilters,Von station_rem Abgasvolumenstrom abh_ngiger minimaler Differenzdruck in Nachlauf zur Unterstellung eines zerst_rten Partikelfilters
PFlt_pPreCorr_mp,0x03F0,STAT_PFlt_pPreCorr_mp_WERT,unsigned int,-,hPa,-,1,-,0,PFlt_pPreCorr_mp,Abgasgegendruck vor Partikelfilter - korrigiert,Abgasgegendruck vor Partikelfilter - korrigiert
PFlt_rEngPrtRgn_mp,0x03E4,STAT_PFlt_rEngPrtRgn_mp_WERT,unsigned int,-,%,-,0.001526,-,0,PFlt_rEngPrtRgn_mp,Motorschutz Regenerationsverh?ltnis der Aufgabezeit und letzter Regenerationszeit,Motorschutz Regenerationsverh_ltnis der Aufgabezeit und letzter Regenerationszeit
PFlt_stPresPlaus_mp,0x03EF,STAT_PFlt_stPresPlaus_mp_WERT,unsigned char,-,-,-,1,-,0,PFlt_stPresPlaus_mp,Status - Betriebsbereich für die Partikelfilterdruckplausibilisierung,Status - Betriebsbereich für die Partikelfilterdruckplausibilisierung
PFlt_tiRgnTot,0x03DF,STAT_PFlt_tiRgnTot_WERT,unsigned int,-,s,-,23.002976,-,0,PFlt_tiRgnTot,aufsummierte Betriebsdauer der Regenerationen,Aufsummierte Betriebsdauer der Regenerationen
PFlt_tPFltUsEff_mp,0x03E3,STAT_PFlt_tPFltUsEff_mp_WERT,unsigned int,-,degC,-,0.1,-,-273.14,PFlt_tPFltUsEff_mp,für die Bedingungsabfrage notwendigen Temperaturen vor Partikelfilter,für die Bedingungsabfrage notwendigen Temperaturen vor Partikelfilter
PFltLd_mAshCorOld,0x0409,STAT_PFltLd_mAshCorOld_WERT,unsigned int,-,g,-,0.015259,-,0,PFltLd_mAshCorOld,Aschekorrekturwert vom vorherigen Zyklus,Aschekorrekturwert vom vorherigen Zyklus
PFltLd_mSotMeas,0x0405,STAT_PFltLd_mSotMeas_WERT,unsigned int,-,g,-,0.01,-,0,PFltLd_mSotMeas,Partikelmasse additiv korrigiert,Partikelmasse additiv korrigiert
PFltLd_mSotSimCont,0x0406,STAT_PFltLd_mSotSimCont_WERT,unsigned int,-,g,-,0.01,-,0,PFltLd_mSotSimCont,kontinuierlich simulierte Partikelmasse,Kontinuierlich simulierte Partikelmasse
PFltRgn_ctRgnSucEEP_mp,0x0407,STAT_PFltRgn_ctRgnSucEEP_mp_WERT,unsigned int,-,-,-,1,-,0,PFltRgn_ctRgnSucEEP_mp,Anzahl erfolgreicher Partikelfilterregenerationen,Anzahl erfolgreicher Partikelfilterregenerationen
PFltRgn_numRgn,0x0404,STAT_PFltRgn_numRgn_WERT,unsigned char,-,-,-,1,-,0,PFltRgn_numRgn,Status - Regenerationsanforderung,Status - Regenerationsanforderung
PFltRgn_tiSnceRgn,0x0408,STAT_PFltRgn_tiSnceRgn_WERT,unsigned long,-,s,-,1,-,0,PFltRgn_tiSnceRgn,Betriebsdauer seit der letzten erfolgreichen Regeneration,Betriebsdauer seit der letzten erfolgreichen Regeneration
PFltRgn_vAvrgSnceRgn_mp,0x03DE,STAT_PFltRgn_vAvrgSnceRgn_mp_WERT,unsigned int,-,km/h,-,0.003815,-,0,PFltRgn_vAvrgSnceRgn_mp,Durchschnittsgeschwindigkeit seit der letzten erfolgreichen Regeneration,Durchschnittsgeschwindigkeit seit der letzten erfolgreichen Regeneration
Pr_bn_soll,0x01BF,STAT_Pr_bn_soll_WERT,unsigned char,-,-,-,1,-,0,Pr_bn_soll,Sollpriorit?t,Sollpriorit_t
PSP_dvolOut,0x0321,STAT_PSP_dvolOut_WERT,unsigned int,-,l/h,-,0.003891,-,0,PSP_dvolOut,Vorf?rdermenge,Vorf_rdermenge
Ptc_pwr,0x0E74,STAT_Ptc_pwr_WERT,unsigned char,-,%,-,0.5,-,0,Ptc_pwr,Maximal erlaubte Zuheizerleistung,Maximal erlaubte Zuheizerleistung
PthSet_trqInrSet,0x06CD,STAT_PthSet_trqInrSet_WERT,unsigned int,-,Nm,-,0.114443,-,-2500,PthSet_trqInrSet,Inneres Moment für den Set-Pfad nach der Überwachungsbegrenzung,Inneres Moment für den Set-Pfad nach der Überwachungsbegrenzung
Q_rekupah,0x10D5,STAT_Q_rekupah_WERT,unsigned int,-,Ah,-,0.018204,-,0,Q_rekupah,Rekuperierte Energiemenge,Rekuperierte Energiemenge
QWC_tiPiI1MI1_mp,0x04C4,STAT_QWC_tiPiI1MI1_mp_WERT,unsigned int,-,us,-,0.4,-,0,QWC_tiPiI1MI1_mp,Zeitabstand Ende PiI1 bis Beginn MI1,Zeitabstand Ende PiI1 bis Beginn MI1
Rail_dvolPreCtl,0x0642,STAT_Rail_dvolPreCtl_WERT,unsigned int,-,mm3/s,-,10,-,0,Rail_dvolPreCtl,Mengenregelventil-Vorsteuerwert für die Druckregelung (2 Byte),Mengenregelventil-Vorsteuerwert für die Druckregelung (2 Byte)
Rail_pDvt,0x0644,STAT_Rail_pDvt_WERT,unsigned int,-,bar,-,0.1,-,0,Rail_pDvt,Raildruckregler-Regelabweichung,Raildruckregler-Regelabweichung
Rail_stCPC,0x0645,STAT_Rail_stCPC_WERT,unsigned char,-,-,-,1,-,0,Rail_stCPC,Raildruckregelung-Status des Zustandsautomaten,Raildruckregelung-Status des Zustandsautomaten
Rail_stDwn1HpTst,0x189C,STAT_Rail_stDwn1HpTst_WERT,unsigned long,-,-,-,1,-,0,Rail_stDwn1HpTst,Erster Status der Druckabbauphase des Hochdrucktest,Erster Status der Druckabbauphase des Hochdrucktest
Rail_stDwn2HpTst,0x189D,STAT_Rail_stDwn2HpTst_WERT,unsigned long,-,-,-,1,-,0,Rail_stDwn2HpTst,Zweiter Status der Druckabbauphase des Hochdrucktest,Zweiter Status der Druckabbauphase des Hochdrucktest
